"name_with_owner","author","message","is_core"
"xamarin/xamarin-macios","rolfbjarne","[tests] Fix computing when the dynamic registrar is used.",1
"archesproject/arches","njkim","Revert ""Rename functions, #9465""

This reverts commit b50ea193e7e1cd7bea29e748831ee5975f090221.",1
"weaviate/weaviate","donomii","Revert ""File is no longer created""

This reverts commit a427f75a2ce929223ebbe515da4ba6a60f15ce13.",0
"netbox-community/netbox","jeremystretch","Merge pull request #12946 from netbox-community/develop

Release v3.5.4",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Remove gerunds, last updated date",0
"lvgl/lvgl","C47D","feat(scale): remove float and adding padding handling(#4552)",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Reverted role note

This will be changed in a separate PR",0
"weaviate/weaviate","asdine","run indexing concurrently",0
"postmanlabs/postman-docs","akinard-postman","Merge branch 'develop' into TW-1309-update-api-keys-settings-section",0
"archesproject/arches","johnatawnclementawn","Fix manage button css #9491",0
"weaviate/weaviate","aliszka","fixes MT batch deleting without tenant",0
"archesproject/arches","johnatawnclementawn","Schema migration for plugin & etl module help #9558",0
"archesproject/arches","johnatawnclementawn","Merge branch 'accessibility' into 9349_switch_widget_accessible",0
"pingcap/docs","ti-chi-bot","add the unsupported note to `require_secure_transport` (#15034) (#15066)",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3145 from gmt2001/patch-585

Fix Get Chatters param",1
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Merge main into net8.0. (#18910)",1
"archesproject/arches","johnatawnclementawn","Use default cursor if calendar icon does not handle input #9339",0
"xamarin/xamarin-macios","vs-mobiletools-engineering-service2","Bring changes from Localization branch #20231013.4 (#19205)

The OneLoc team creates these translations to be consumed later on in
the second step of the Localization process. We need to bring these into
the main branch in order to continue the process.

Co-authored-by: CSIGS@microsoft.com <csigs@users.noreply.github.com>",1
"jens-maus/RaspberryMatic","jens-maus","added duplicate and revised other label action text.",1
"netbox-community/netbox","tobiasge","Fix #12464: Only set username, password for HTTP/s (#12482)",0
"weaviate/weaviate","etiennedi","Merge pull request #3660 from weaviate/WVT-16-reduce-cursor-allocs

Improve Cursor Performance by reusing memory",1
"nextcloud/polls","dartcafe","cs-fix

Signed-off-by: dartcafe <github@dartcafe.de>",1
"xamarin/xamarin-macios","ivanpovazan","NativeAOT: Mark module constructors in MSR  (#19097)

There is an issue with managed static registrar and explicitly rooted
assemblies (through linker descriptor files) where the linker does not
emit the created module initializer.

This was originally reported in:
https://github.com/dotnet/runtime/issues/92106
and a smaller repro can be set up in: `tests/dotnet/MySingleView` test
project with the following changes:

### Smaller repro
1. Add a descriptor xml - `Roots.xml`
```xml
<linker>
  <assembly fullname=""MySingleView"" preserve=""All"" />
</linker>
```

2. Include the root descriptor in the `MySingleView.csproj`
```xml
<ItemGroup>
     <TrimmerRootDescriptor Condition=""'$(_RootSelf)' == 'true'"" Include=""Roots.xml"" />
</ItemGroup>
```

3.  Publish/run the app on a device
```bash
dotnet publish -c Release -r ios-arm64 -p:PublishAot=true -p:PublishAotUsingRuntimePack=true -p:_RootSelf=true -t:Run /bl
```

4. The app crashes at start up with:
```
2023-09-25 18:55:42.562 MySingleView[477:55844] *** Terminating app due to uncaught exception 'ObjCRuntime.RuntimeException', reason: 'Can't register the class MySingleView.AppDelegate when the dynamic registrar has been linked away. (ObjCRuntime.RuntimeException)
   at ObjCRuntime.Class.GetClassHandle(Type, Boolean, Boolean&) + 0x1c4
   at UIKit.UIApplication.Main(String[], Type, Type) + 0x8c
   at MySingleView!<BaseAddress>+0x2fae7c
'
```

NOTE: This is reported for NativeAOT but seems like a general problem

Additionally, here are the disassembled linked assemblies:
- regular:
https://gist.github.com/ivanpovazan/e82bdcb5313a846ff50de0a79d560553
- rooted:
https://gist.github.com/ivanpovazan/760e931fdcd3ef3e573d88087718dad2

It can be seen that the rooted one is missing:
```asm
// ================== GLOBAL METHODS =========================

.method private hidebysig specialname rtspecialname static 
        void  .cctor() cil managed
{
  // Code size       11 (0xb)
  .maxstack  1
  IL_0000:  newobj     instance void ObjCRuntime.__Registrar__::.ctor()
  IL_0005:  call       void [Microsoft.iOS]ObjCRuntime.RegistrarHelper::Register(class [Microsoft.iOS]ObjCRuntime.IManagedRegistrar)
  IL_000a:  ret
} // end of global method .cctor
```

### The fix

This PR fixes this behaviour by explicitly marking module constructor to
prevent this from happening.

---
Fixes https://github.com/dotnet/runtime/issues/92106",0
"archesproject/arches","njkim","Consistent style in editor status, #9975",1
"archesproject/arches","njkim","Fix migration conflict, #9219",1
"archesproject/arches","njkim","Add transaction id to iiifmanifest model, #9395",1
"netbox-community/netbox","jeremystretch","Remove redundant overrides of EXEMPT_VIEW_PERMISSIONS",1
"netbox-community/netbox","jeremystretch","Fixes #13446: Don't disable bulk edit/delete buttons after deselecting ""select all"" checkbox",1
"netbox-community/netbox","jeremystretch","Changelog for #11508, #13358, #13477, #13478, #13500, #13503",1
"netbox-community/netbox","jeremystretch","Fixes #12977: Fix URL parameters for object count dashboard widgets (#12991)

* Fixes #12977: Introduce dict_to_querydict() to ensure proper handling of QueryDicts

* Remove unused import",1
"netbox-community/netbox","jeremystretch","#10520: Restore ability to edit platform NAPALM fields via UI",1
"archesproject/arches","chiatt","Merge branch 'dev/6.2.x' into reconcile_62x_with_74x",1
"postmanlabs/postman-docs","claireriley","update date",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Mark's feedback

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Typing errors, and explained how to narrow search",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Managing enterprise deployment quick fixes",0
"xamarin/xamarin-macios","rolfbjarne","[net8.0-xcode15] [tools] Improve enforcement of the classic linker. (#18719)

* Only ask for the classic linker if we're using Xcode 15+.
* Implement a way out of the enforcing the classic linker.",1
"lvgl/lvgl","lhdjply","chore(template): fix the variable name of the button input device (#4729)",0
"xamarin/xamarin-macios","rolfbjarne","[msbuild] Fix check for Link metadata by checking for both null and empty string. Fixes #12783. (#18487)

A task item's GetMetadata method will return an empty string if the metadata
isn't available, so make sure to check for both null (which shouldn't really
happen, but just to be safe) and an empty string when detecting whether the
Link metadata is set or not.

Fixes https://github.com/xamarin/xamarin-macios/issues/12783.

---------

Co-authored-by: Alex Soto <alex@alexsoto.me>",1
"jens-maus/RaspberryMatic","jens-maus","retire 0003-fix-ninja-args.patch as it does not seem to be required
anymore for correctly building nodejs.",1
"xamarin/xamarin-macios","mandel-macaque","[UIKit] Fix UIKit static method on TvOS (#18623)

This API was missed because the old sim intro tests are not running and
we missed it. This was found while working on xcode15. The tvOS attr is
missing which defaults to the min version of tvOS when it should be 15.

Added a compat implementation so that the API remains that will return
null.

---------

Co-authored-by: GitHub Actions Autoformatter <github-actions-autoformatter@xamarin.com>",1
"weaviate/weaviate","tsmith023","only healthcheck v1 (can't both)",0
"TurningWheel/Barony","SheridanR","fix stupid mistake

Signed-off-by: SheridanR <sheridan.rathbun@gmail.com>",1
"TurningWheel/Barony","SheridanR","Merge branch 'develop' of git@github.com:TurningWheel/Barony.git into develop",1
"archesproject/arches","chrabyrd","re-adds local settings import #9304",1
"postmanlabs/postman-docs","claireriley","end TW-1106",1
"weaviate/weaviate","antas-marcin","Update testcontainers lib to solve bug with go1.20.6",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3261 from gmt2001/patch-671

Patch 671",1
"weaviate/weaviate","antas-marcin","Merge remote-tracking branch 'origin/stable/v1.19'",1
"PhantomBot/PhantomBot","gmt2001","Chagne findCaller to always return
Change findCaller to return a stackTrace",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3406 from gmt2001/patch-704

Patch 704",1
"PhantomBot/PhantomBot","gmt2001","Update Release for concurrency",1
"PhantomBot/PhantomBot","gmt2001","Switch to ViewerCache",1
"PhantomBot/PhantomBot","gmt2001","Use safe equalsIgnoreCase
Update doc",1
"PhantomBot/PhantomBot","gmt2001","Suppress NaN",1
"PhantomBot/PhantomBot","gmt2001","Fix cache clear",1
"PhantomBot/PhantomBot","gmt2001","Update TipeeeStream to use ExecutorService
Remove need to restart
Remove stupid startup dependacy",1
"PhantomBot/PhantomBot","gmt2001","Update Discord Instructions",1
"PhantomBot/PhantomBot","gmt2001","Fix null greeting",1
"PhantomBot/PhantomBot","gmt2001","Fix IPv6 pattern capturing timestamps",1
"PhantomBot/PhantomBot","gmt2001","Catch Decoder Throwable
closes gmt2001/PhantomBot-1#234",1
"netbox-community/netbox","jeremystretch","Fixes #12694: Strip leading & trailing whitespace from custom link URL & text",1
"netbox-community/netbox","jeremystretch","Closes #12129: Enable automatic synchronization of objects when DataFiles are updated (#12262)

* Closes #12129: Enable automatic synchronization of objects when DataFiles are updated

* Cleanup",1
"weaviate/weaviate","donomii","Don't write backup file, now that we do write+move",0
"postmanlabs/postman-docs","oswish","[MARKENG-2814][c] Trial removing GTM from Learning Center site (directly load GA lib)",0
"archesproject/arches","chiatt","Merge pull request #9619 from archesproject/dev/7.5.x

Update master with latest in dev/7.5.x",1
"PhantomBot/PhantomBot","Sartharon","Fix #3323",0
"PhantomBot/PhantomBot","Sartharon","Add massgiftsub message emulation/test console command",0
"weaviate/weaviate","aliszka","Merge pull request #3404 from weaviate/fix_cyclecallbacks_flaky_test

fixes flaky test of cycle callbacks",0
"archesproject/arches","csmith-he","Merge branch 'dev/7.4.x' into 8162_map_permissions",0
"lvgl/lvgl","faxe1008","fix(lv_disp): fix lv_scr_load_anim being called twice quickly (#4487)",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1169-add-relay-state-to-google-workspace",0
"xamarin/xamarin-macios","rolfbjarne","[devops] 'simctl diagnose' tend to return an error code, so make sure it doesn't bubble up to the CI. (#18723)

This seems to happen fairly often:

    + xcrun simctl diagnose -b -X --output=/Users/builder/azdo/_work/1/s/diagnostic-sim-output/output
    Error creating archive at '/Users/builder/azdo/_work/1/s/diagnostic-sim-output/output.tar.gz'.
    Files are still in /Users/builder/azdo/_work/1/s/diagnostic-sim-output/output
    An error was encountered processing the command
    (domain=NSPOSIXErrorDomain, code=17):
       Unable to write or file already exists
       File exists

The output directory is empty (created in the line before), so I have no
idea what's going on.

An archive with the diagnostic info still seems to be created though, so
just ignore any failures from 'simctl diagnose' instead of bubbling them up
to Azure DevOps. This makes our test runs not show up with warnings.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-964-breadcrumb-redesign",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1067-review-cycle-6-10",0
"postmanlabs/postman-docs","claireriley","add auto revoke",1
"netbox-community/netbox","kkthxbye-code","Correct filter name in redirect after bulk edit
* Added modified_by_request filter to ChangeLoggedFilterSet",0
"postmanlabs/postman-docs","mark-anthony-postman","Add deleting a local branch",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Interceptor links",1
"postmanlabs/postman-docs","mark-anthony-postman","Add headings to api docs overview",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3415 from gmt2001/patch-709

Patch 709",1
"PhantomBot/PhantomBot","gmt2001","Fix colors on guides",1
"PhantomBot/PhantomBot","gmt2001","Suppress H2.90031",1
"PhantomBot/PhantomBot","gmt2001","Change SwappedSubscriberVIP to default true
closes gmt2001/PhantomBot-1#202",1
"PhantomBot/PhantomBot","gmt2001","Fix return type of longTextDataType",1
"PhantomBot/PhantomBot","gmt2001","Partial release support for other branches",1
"weaviate/weaviate","antas-marcin","Merge pull request #3225 from weaviate/fix-multi-tenancy-validation

Fix validation of multi tenancy configuration",1
"TurningWheel/Barony","SheridanR","Holiday banners + holiday credits

Signed-off-by: SheridanR <sheridan.rathbun@gmail.com>

# Conflicts:
#	src/ui/MainMenu.cpp",1
"PhantomBot/PhantomBot","gmt2001","Fix no-arg tags",1
"jens-maus/RaspberryMatic","Baxxy13","introduce /usr/local/etc/rc.postlocal post startup script (#2447, #2338, @Baxxy13)

Co-authored-by: Jens Maus <mail@jens-maus.de>",0
"postmanlabs/postman-docs","jkonrath-postman","quick fixes",1
"postmanlabs/postman-docs","nerminamiller-postman","Merge pull request #5116 from postmanlabs/TW-1411-Update-level-3-headings

[TW-1411] Update level 3 headings",0
"nextcloud/polls","dartcafe","Merge pull request #2861 from nextcloud/fix/readme-dev-env

fix readme dev setup",1
"postmanlabs/postman-docs","petewitcher-postman","Review feedback and one edit",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/getting-started/importing-and-exporting/importing-curl-commands.md

Co-authored-by: Jonathan Konrath <80709817+jkonrath-postman@users.noreply.github.com>",0
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"PhantomBot/PhantomBot","gmt2001","Updated the JavaDoc",1
"PhantomBot/PhantomBot","gmt2001","Improve comments",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Wording and link updates",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add links to external libraries",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Updated note pointing to new page

This page is added in a separate PR",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add plan requirements",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-738-verified-teams",0
"xamarin/xamarin-macios","rolfbjarne","[dotnet] Add targets to compute mlaunch arguments for installing and launching mobile apps. Fixes #18359. (#18446)

Add public targets to compute the mlaunch command lines for installing
and launching mobile apps.

These new targets are:

* ComputeMlaunchInstallArguments
* ComputeMlaunchRunArguments

As part of this change, also create a few new public properties:

* MlaunchPath
* MlaunchRunArguments
* MlaunchInstallArguments
* MlaunchRunScript
* MlaunchInstallScript

If the *Script variables are set, the corresponding target will create a
script file with the path to mlaunch + the corresponding arguments.

Otherwise, it's also possible to get the arguments directly from the
build log.

Fixes https://github.com/xamarin/xamarin-macios/issues/18359.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge pull request #5142 from postmanlabs/tw-1436-easy-auth-public-api-network

[TW-1436] Refresh API auth for public APIs",0
"xamarin/xamarin-macios","rolfbjarne","[mlaunch] Bump to a version that works with Xcode 15. (#18651)",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Clarify how to assign Editor roles",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Fix typo in TOC",0
"xamarin/xamarin-macios","mandel-macaque","Yaml",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"postmanlabs/postman-docs","akinard-postman","More updates",0
"weaviate/weaviate","aliszka","updates object property",0
"archesproject/arches","chrabyrd","PR changes #9648",1
"archesproject/arches","chrabyrd","nit #9304",1
"archesproject/arches","chiatt","nit",1
"postmanlabs/postman-docs","petewitcher-postman","Added minimap to images",0
"archesproject/arches","chrabyrd","adds ARCHES_NAMESPACE_FOR_DATA_EXPORT to settings.py-tpl #9656",1
"archesproject/arches","johnatawnclementawn","Merge branch 'accessibility' into 9350_text_widget_accessibility",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Jon's feedback

Co-authored-by: Jonathan Konrath <80709817+jkonrath-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1254-select-environment-when-sharing-collections",0
"nextcloud/polls","dartcafe","prepare 5.4.0-beta3

Signed-off-by: dartcafe <github@dartcafe.de>",1
"xamarin/xamarin-macios","vs-mobiletools-engineering-service2","[dotnet] Set _RequiresILLinkPack=true so that we always restore the ILLink package. (#18412)

This property will be required when building for a net7.0-* target framework
using .NET 8 (preview 6 - preview 5 does not need this fix)

Backport of #18411",1
"weaviate/weaviate","donomii","Initialise array",0
"netbox-community/netbox","jeremystretch","Closes #12988: Introduce custom field choice sets (#13195)

* Initial work on custom field choice sets

* Rename choices to extra_choices (prep for #12194)

* Remove CustomField.choices

* Add & update tests

* Clean up table columns

* Add order_alphanetically boolean for choice sets

* Introduce ArrayColumn for choice lists

* Show dependent custom fields on choice set view

* Update custom fields documentation

* Introduce ArrayWidget for more convenient editing of choices

* Incorporate PR feedback

* Misc cleanup",1
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1299-flows-fast-fix",0
"weaviate/weaviate","dirkkul","Fix bug in batch references without from class",0
"weaviate/weaviate","trengrj","async: Revert commit log AddNodes and ConnectTo",0
"netbox-community/netbox","jeremystretch","Update changelog",1
"archesproject/arches","chiatt","Add dev to Resource Exporter group",1
"postmanlabs/postman-docs","akinard-postman","Merge branch 'develop' into TW-1309-update-api-keys-settings-section",0
"weaviate/weaviate","asdine","fix tests",0
"netbox-community/netbox","sleepinggenius2","Adds selection custom field labels to UI",0
"weaviate/weaviate","donomii","Revert ""Regenerate reformat""

This reverts commit b9b244ed53bd5989b42b44e9a73fce5b9a4c89e3.",0
"weaviate/weaviate","donomii","Fix proplen file corruption",0
"archesproject/arches","chiatt","Merge pull request #9637 from archesproject/9550-cbyrd-fix-graph-import-and-export-when-not-admin

Fix graph import and export when not admin re #9550",1
"nextcloud/polls","dartcafe","Merge branch 'master' into enh/color-adjustments",1
"nextcloud/polls","dartcafe","Update release.yml

Signed-off-by: René Gieling <github@dartcafe.de>",1
"nextcloud/polls","dartcafe","5.3.0-beta3

Signed-off-by: dartcafe <github@dartcafe.de>",1
"nextcloud/polls","dartcafe","Merge pull request #3034 from nextcloud/enh/share-label

Add label for public shares",1
"nextcloud/polls","dartcafe","changelog

Signed-off-by: dartcafe <github@dartcafe.de>",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1015-performance-testing",1
"xamarin/xamarin-macios","rolfbjarne","[mmp] Use the old linker (ld64).",1
"archesproject/arches","chiatt","Merge pull request #10034 from archesproject/10011_target_widget_css

10011 add node alias and widget name as class to HTML elements",1
"weaviate/weaviate","dirkkul","Cleanup",0
"postmanlabs/postman-docs","jkonrath-postman","review comment",1
"archesproject/arches","njkim","Revert binding handler change, #10125",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Matthew's feedback",1
"archesproject/arches","jacobtylerwalls","Set completed to True",0
"archesproject/arches","bferguso","9585 - Added maplayer ispublic migration and model attribute",0
"xamarin/xamarin-macios","rolfbjarne","Bump mlaunch to get fix for ARM64 calling convention. (#19068)

Ref: https://github.com/dotnet/xharness/issues/1075",1
"xamarin/xamarin-macios","haritha-mohan","[HealthKit] Add support for Xcode 15 beta 7 (#18927)

Looking into a intro failure on iOS: Selector not found for
HealthKit.HKHealthStore : workoutSessionMirroringStartHandler in
System.Action`1[HealthKit.HKWorkoutSession]
get_WorkoutSessionMirroringStartHandler() on HealthKit.HKHealthStore

---------

Co-authored-by: GitHub Actions Autoformatter <github-actions-autoformatter@xamarin.com>
Co-authored-by: Manuel de la Pena <mandel@microsoft.com>
Co-authored-by: Alex Soto <alex@soto.dev>
Co-authored-by: Rolf Bjarne Kvinge <rolf@xamarin.com>",0
"archesproject/arches","jacobtylerwalls","Upgrade Django to 4.0.10

Update django-related dependencies to versions
supporting Django 4.0.",0
"archesproject/arches","jacobtylerwalls","Cosmetic updates to output",0
"archesproject/arches","johnatawnclementawn","nit #9339",0
"archesproject/arches","njkim","Fix dirty state issue with todat default, #10125",1
"archesproject/arches","RobOatesHistoricEngland","Fix edtf and table alias error with spatial views",0
"weaviate/weaviate","aliszka","removes unnecessary count update on cache grow",0
"PhantomBot/PhantomBot","gmt2001","JavaDoc GamesListUpdater",1
"pingcap/docs","qiancai","mark the support of foreign key as experimental (#15290)",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Updates to installing updates section",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Frontmatter, heading updates, wording changes",0
"lvgl/lvgl","kisvegabor","ci(docs): attempt to fix after upgrading to v4 action",1
"lvgl/lvgl","kisvegabor","chore: code formatting",1
"lvgl/lvgl","kisvegabor","chore: remove commented code",1
"postmanlabs/postman-docs","claireriley","Merge pull request #4597 from postmanlabs/tw-954-oauth-customization

[TW-954] Doc customizable Oauth",1
"postmanlabs/postman-docs","mark-anthony-postman","Update left nav",1
"postmanlabs/postman-docs","mark-anthony-postman","Update proxy screenshots",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Matthew's feedback",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-970-improved-comments",1
"postmanlabs/postman-docs","mark-anthony-postman","Split ""Generating API documentation""",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge pull request #4675 from postmanlabs/tw-1014-code-ref-table

[TW-1014] Add code reference table style for HTML tables",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3172 from gmt2001/patch-610

Patch 610",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3210 from gmt2001/patch-638

Patch 638",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3245 from gmt2001/patch-657

Patch 657",1
"PhantomBot/PhantomBot","gmt2001","Fix clearchat log",1
"PhantomBot/PhantomBot","gmt2001","Add SunEC",1
"PhantomBot/PhantomBot","gmt2001","Merge branch 'master' into maj-1",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"netbox-community/netbox","jeremystretch","Changelog for #12336, #13957, #13962, #13972, #14025, #14042",1
"netbox-community/netbox","jeremystretch","Changelog for #11335, #12760, #12842, #12951, #12955",1
"netbox-community/netbox","jeremystretch","Fix broken links",1
"archesproject/arches","chiatt","Merge pull request #9172 from archesproject/9165_error_reporting

Improve error reporting in bulk importer modules, #9165",1
"weaviate/weaviate","redouan-rhazouani","Merge pull request #3032 from weaviate/fix/add_tenants_persisting_schema

Fix schema persistence when adding new tenants",0
"awsdocs/aws-doc-sdk-examples","cpyle0819","JavaScript (v3): Update test script for better usability and error reporting. (#5471)

* JavaScript (v3): Update test script for better usability and error reporting.",0
"postmanlabs/postman-docs","petewitcher-postman","Added icons and minimap image",0
"postmanlabs/postman-docs","petewitcher-postman","Review feedback",0
"archesproject/arches","bferguso","8929 - Code review changes",0
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3152 from gmt2001/patch-592

Update On Push Actions for concurrency",1
"PhantomBot/PhantomBot","gmt2001","Fix logrotate not getting all log folders",1
"PhantomBot/PhantomBot","gmt2001","Fix plus to space conversion on error description",1
"PhantomBot/PhantomBot","gmt2001","Add restore from H2 backup
Change extension for H2 backup",1
"PhantomBot/PhantomBot","gmt2001","Add default groups
Update default swapped subscriber/vip",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3168 from gmt2001/patch-607

Patch 607",1
"PhantomBot/PhantomBot","gmt2001","Fix InternalError can't find method
Remove redundant check",1
"postmanlabs/postman-docs","mark-anthony-postman","Add note about migrating to v10",1
"postmanlabs/postman-docs","mark-anthony-postman","Change tasks to numbered procedures",1
"weaviate/weaviate","antas-marcin","Update grpc_regenerate.sh script",1
"xamarin/xamarin-macios","mandel-macaque","[Mtouch] Remove tests for removed arch.",1
"archesproject/arches","apeters","nit, re #9465",1
"archesproject/arches","apeters","nit, re #9799",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1304-export-performance-report",1
"postmanlabs/postman-docs","petewitcher-postman","Updated an image and description",0
"postmanlabs/postman-docs","claireriley","fix lint",1
"weaviate/weaviate","dirkkul","Add missing lock for countStats",0
"weaviate/weaviate","dirkkul","WIP: Add near text to GRPC and refactor nearText modules",0
"postmanlabs/postman-docs","nerminamiller-postman","Merge branch 'develop' into TW-1445-Move-LCA-docs-from-Google-Doc-to-LC",0
"jens-maus/RaspberryMatic","Baxxy13","regression fix for rc.postlocal (#2449)

- fixes a regression between /etc/config/safemode and /usr/local/etc/rc.postlocal
- now, rc.postlocal should no longer executed if we are in safemode",0
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1015-performance-testing",1
"postmanlabs/postman-docs","mark-anthony-postman","Update import from remote git",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Related section is suggested by Postman",0
"postmanlabs/postman-docs","mark-anthony-postman","Merge pull request #4754 from postmanlabs/tw-1068-refresh-datadog

[TW-1068] Refresh Datadog",1
"postmanlabs/postman-docs","mark-anthony-postman","Update note",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4738 from postmanlabs/TW-1066-Maintenance-review-cycle-4-23-1-5

Maintenance review cycle 4/23 1-5",1
"nextcloud/polls","dartcafe","update nextcloud-vue@8

Signed-off-by: dartcafe <github@dartcafe.de>",1
"nextcloud/polls","dartcafe","fix innJoin with PostgeSQL

Signed-off-by: dartcafe <github@dartcafe.de>",1
"nextcloud/polls","dartcafe","changelog

Signed-off-by: dartcafe <github@dartcafe.de>",1
"weaviate/weaviate","antas-marcin","Merge pull request #3061 from weaviate/disable-vulnerability-scanning-for-forks

Disable Vulnerability-Scanning step for forked PR's",1
"pingcap/docs","ran-huang","ticdc: refine changefeed scheduler configuration description (#15050)",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Update note on setting email address during config",0
"xamarin/xamarin-macios","rolfbjarne","Update Make.versions

Co-authored-by: Alex Soto <alex@soto.dev>",1
"xamarin/xamarin-macios","mandel-macaque","[Maccore] Bump to the latest main. (#18799)

Bump maccore to bring the changes for governance and some others.

New commits in xamarin/maccore:

* xamarin/maccore@63fd14954c [Governance] Update the false positives
files based on the last runs.
* xamarin/maccore@b1c091dbb3 [certificates] Update la_dev_apple.p12,
la_distr_apple.p12 and la_mac_installer_distr.p12
* xamarin/maccore@cf71695c0b [mlaunch] Refactor project structure
* xamarin/maccore@3a0953b2a9 [XmlDocSync] Remove the XmlDocSync
reference from the project.
* xamarin/maccore@f243acfe79 [Submission] Add NotaryTool Task
* xamarin/maccore@ec9db0a40e Merge 'xcode15' into 'main'.
* xamarin/maccore@dc38700a6d [Governance] Update false positives take 2.

Diff:
https://github.com/xamarin/maccore/compare/fd15821e6780a7439df467c69eb511a046adfa06...dc38700a6d35d0f07690a8ba6f7cec18eb429bec

---------

Co-authored-by: Rolf Bjarne Kvinge <rolf@xamarin.com>",1
"xamarin/xamarin-macios","mandel-macaque","[CI] Ignore false positives from policheck and other tools. (#18547)",1
"netbox-community/netbox","jeremystretch","Merge pull request #12366 from netbox-community/develop

Release v3.4.10",1
"weaviate/weaviate","trengrj","Merge pull request #3625 from weaviate/async/graceful-shutdown

async: Graceful shutdown",0
"netbox-community/netbox","jeremystretch","Release v3.5.2",1
"netbox-community/netbox","jeremystretch","Release v3.6-beta2",1
"archesproject/arches","jacobtylerwalls","Update migration",0
"archesproject/arches","johnatawnclementawn","Add labels to number datatype inputs #9359",0
"lvgl/lvgl","bjsylvia","chore(api): update deprecated api map (#4614)

Signed-off-by: XiaoweiYan <yanxiaowei@xiaomi.com>
Co-authored-by: XiaoweiYan <yanxiaowei@xiaomi.com>",0
"netbox-community/netbox","jeremystretch","Closes #13311: Always use get_permission_for_model() to resolve permission names",1
"netbox-community/netbox","jeremystretch","Merge pull request #12863 from sudheesh001/fix/12862-connection-sidebar-add

Fixes #12862 - Add Button for Wireless Links in Sidebar",1
"postmanlabs/postman-docs","nerminamiller-postman","Merge branch 'develop' into TW-1348-Heading-changes-at-top-level",0
"archesproject/arches","apeters","nit, re #9340",1
"jens-maus/RaspberryMatic","jens-maus","updated tailscale to latest 1.50.1",1
"postmanlabs/postman-docs","claireriley","moves pt1",1
"postmanlabs/postman-docs","claireriley","fixes pt1",1
"postmanlabs/postman-docs","claireriley","Update src/pages/docs/introduction/overview.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"weaviate/weaviate","dirkkul","Update references without toClass",0
"weaviate/weaviate","dirkkul","Merge pull request #3576 from weaviate/rename_proto_definitions

Make proto naming consistent",0
